,year_month,us_state,make,phone_series,phone_launch_date,model_family,predecessor,successor,model_age_days,model_age_months,model,sku,sku_no_colour,colour,size,closing_subs_monthly,filed_claims,claims,claims_swap,claims_replacement,ir_rate_swap,ir_rate_replacement,ir_rate_monthly,churn_rate,churn
4222,2022-02-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,881,28,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,1100,3.0,3.0,3.0,0.0,0.0,0.0,0.0027272727272727,0.0381818181818182,42
4223,2022-03-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,912,29,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,1085,3.0,3.0,3.0,0.0,0.0,0.0,0.0027649769585253,0.0221198156682028,24
4224,2022-04-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,942,30,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,1053,2.0,2.0,1.0,1.0,0.0,0.0,0.0018993352326685,0.0341880341880342,36
4225,2022-05-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,973,31,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,1014,3.0,1.0,1.0,0.0,0.0,0.0,0.0009861932938856,0.0394477317554241,40
4226,2022-06-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1003,32,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,979,3.0,3.0,2.0,1.0,0.0,0.0,0.0030643513789581,0.0326864147088866,32
4227,2022-07-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1034,33,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,941,1.0,1.0,1.0,0.0,0.0,0.0,0.0010626992561105,0.0371944739638682,35
4228,2022-08-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1065,34,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,916,3.0,2.0,2.0,0.0,0.0,0.0,0.0021834061135371,0.027292576419214,25
4229,2022-09-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1095,35,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,891,1.0,1.0,0.0,1.0,0.0,0.0,0.0011223344556677,0.0280583613916947,25
4230,2022-10-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1126,36,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385064177362894,33
4231,2022-11-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1156,37,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,830,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0018818863764345,-0.000343188839911,0.0015386975365234,0.0325301204819277,27
4232,2022-12-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1187,38,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,804,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.001942743398558,-0.0003542869864753,0.0015884564120827,0.0310945273631841,25
4233,2023-01-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1218,39,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,776,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0020128423871658,-0.0003670705375337,0.001645771849632,0.0528350515463918,41
4234,2023-02-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1246,40,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,751,1.0,1.0,1.0,0.0,0.0,0.0,0.0013315579227696,0.033288948069241,25
4235,2023-03-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1277,41,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,712,5.0,1.0,1.0,0.0,0.0,0.0,0.0014044943820224,0.0547752808988764,39
4236,2023-04-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1307,42,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,702,1.0,1.0,1.0,0.0,0.0,0.0,0.0014245014245014,0.0142450142450142,10
4237,2023-05-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1338,43,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,668,1.0,1.0,1.0,0.0,0.0,0.0,0.0014970059880239,0.0508982035928144,34
4238,2023-06-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1368,44,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0453834115805947,29
4239,2023-07-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1399,45,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,624,2.0503202005844128,1.0,1.0,0.0,0.0,0.0,0.0016025641025641,0.0224358974358974,14
4240,2023-08-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1430,46,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,605,2.0,2.0,2.0,0.0,0.0,0.0,0.0033057851239669,0.031404958677686,19
4241,2023-09-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1460,47,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035958904109589,21
4242,2023-10-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1491,48,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145383104125737,74
4243,2023-11-01,Texas,Apple,IPHONE 11,2019-10-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1521,49,IPHONE 11 128GB RED,IPH11128RED,IPH11128,Red,128,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761099365750529,36
4244,2019-09-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,29,0,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4245,2019-10-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,60,1,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297029702970297,6
4246,2019-11-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,90,2,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174129353233831,7
4247,2019-12-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,121,3,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,494,2.0,2.1575861054625105,2.058732341090395,0.0988537643720856,0.0041674743746769,0.0002001088347613,0.0043675832094382,0.0222672064777328,11
4248,2020-01-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,152,4,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,560,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0027892244507868,-0.0005086548877253,0.0022805695630615,0.025,14
4249,2020-02-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,181,5,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163934426229508,10
4250,2020-03-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,212,6,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,612,1.0,1.0,1.0,0.0,0.0,0.0,0.0016339869281045,0.0212418300653595,13
4251,2020-04-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,242,7,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,610,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0025605994958043,-0.0004669618641413,0.0020936376316631,0.019672131147541,12
4252,2020-05-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,273,8,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,744,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0020994162532804,-0.0003828585176427,0.0017165577356377,0.0147849462365591,11
4253,2020-06-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,303,9,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225763612217795,17
4254,2020-07-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,334,10,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221445221445221,19
4255,2020-08-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,365,11,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,955,2.9932440788893704,2.0,2.0,0.0,0.0,0.0,0.0020942408376963,0.0198952879581152,19
4256,2020-09-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,395,12,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,1023,2.0,4.0,3.0,1.0,0.002932551319648,0.0,0.0039100684261974,0.0127077223851417,13
4257,2020-10-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,426,13,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,1059,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0014749439966389,-0.0002689770888821,0.0012059669077568,0.0236071765816808,25
4258,2020-11-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,456,14,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,1038,3.0,1.0,1.0,0.0,0.0,0.0,0.0009633911368015,0.0211946050096339,22
4259,2020-12-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,487,15,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,1012,2.0,2.1575861054625105,2.058732341090395,0.0988537643720856,0.0020343204951486,9.768158534791066e-05,0.0021320020804965,0.0217391304347826,22
4260,2021-01-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,518,16,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,988,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0015809369356686,-0.0002883064140953,0.0012926305215733,0.0212550607287449,21
4261,2021-02-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,546,17,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,969,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0016119356991131,-0.0002939594810383,0.0013179762180748,0.0134158926728586,13
4262,2021-03-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,577,18,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,953,1.0,2.0,2.0,0.0,0.0,0.0,0.0020986358866736,0.0115424973767051,11
4263,2021-04-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,607,19,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,940,1.0,2.0,2.0,0.0,0.0,0.0,0.002127659574468,0.0106382978723404,10
4264,2021-05-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,638,20,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,925,2.0,3.0,3.0,0.0,0.0,0.0,0.0032432432432432,0.0118918918918919,11
4265,2021-06-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,668,21,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,914,3.0,1.0,1.0,0.0,0.0,0.0,0.0010940919037199,0.0098468271334792,9
4266,2021-07-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,699,22,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,903,2.0,2.1575861054625105,2.058732341090395,0.0988537643720856,0.0022798807764013,0.000109472607278,0.0023893533836794,0.0066445182724252,6
4267,2021-08-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,730,23,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,889,1.0,1.0,1.0,0.0,0.0,0.0,0.0011248593925759,0.0146231721034871,13
4268,2021-09-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,760,24,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,9
4269,2021-10-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,791,25,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,876,3.0,1.0,1.0,0.0,0.0,0.0,0.0011415525114155,0.0125570776255708,11
4270,2021-11-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,821,26,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163360560093349,14
4271,2021-12-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,852,27,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,836,2.9932440788893704,2.0,2.0,0.0,0.0,0.0,0.0023923444976076,0.0143540669856459,12
4272,2022-01-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,883,28,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,809,2.0,2.1575861054625105,2.058732341090395,0.0988537643720856,0.0025447865773676,0.0001221925393968,0.0026669791167645,0.0247218788627936,20
4273,2022-02-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,911,29,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021656050955414,17
4274,2022-03-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,942,30,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,755,2.0503202005844128,1.0,1.0,0.0,0.0,0.0,0.0013245033112582,0.0264900662251656,20
4275,2022-04-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,972,31,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,735,2.0,2.0,2.0,0.0,0.0,0.0,0.0027210884353741,0.019047619047619,14
4276,2022-05-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1003,32,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,714,2.0,2.1575861054625105,2.058732341090395,0.0988537643720856,0.0028833786289781,0.000138450650381,0.0030218292793592,0.0196078431372549,14
4277,2022-06-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1033,33,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,693,3.0,3.0380532556105297,2.55549898974013,0.4825542658703772,0.0036875887297837,0.0006963265019774,0.0043839152317612,0.012987012987013,9
4278,2022-07-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1064,34,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,678,2.0503202005844128,1.0,1.0,0.0,0.0,0.0,0.0014749262536873,0.0162241887905605,11
4279,2022-08-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1095,35,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,651,1.0,1.0,1.0,0.0,0.0,0.0,0.0015360983102918,0.0291858678955453,19
4280,2022-09-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1125,36,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,624,2.0503202005844128,1.0,1.0,0.0,0.0,0.0,0.0016025641025641,0.0272435897435897,17
4281,2022-10-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1156,37,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,592,1.0,1.0,1.0,0.0,0.0,0.0,0.0016891891891891,0.0304054054054054,18
4282,2022-11-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1186,38,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,567,2.0,2.0,2.0,0.0,0.0,0.0,0.0035273368606701,0.0282186948853616,16
4283,2022-12-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1217,39,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,555,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0028143525989921,-0.0005132373641913,0.0023011152348008,0.0162162162162162,9
4284,2023-01-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1248,40,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,541,3.0,3.0380532556105297,2.55549898974013,0.4825542658703772,0.0047236580217007,0.0008919672197234,0.0056156252414242,0.0166358595194085,9
4285,2023-02-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1276,41,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,524,4.0,3.918520405758549,3.0522656383898643,0.8662547673686687,0.0058249344244081,0.0016531579529936,0.0074780923774018,0.0248091603053435,13
4286,2023-03-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1307,42,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,8
4287,2023-04-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1337,43,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026369168356998,13
4288,2023-05-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1368,44,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,482,1.0,1.0,1.0,0.0,0.0,0.0,0.0020746887966805,0.0145228215767635,7
4289,2023-06-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1398,45,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212314225053079,10
4290,2023-07-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1429,46,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,461,1.0,1.0,1.0,0.0,0.0,0.0,0.0021691973969631,0.0216919739696312,10
4291,2023-08-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1460,47,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088105726872246,4
4292,2023-09-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1490,48,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,436,2.0503202005844128,1.0,1.0,0.0,0.0,0.0,0.0022935779816513,0.0298165137614679,13
4293,2023-10-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1521,49,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,414,1.0,1.0,1.0,0.0,0.0,0.0,0.002415458937198,0.0410628019323672,17
4294,2023-11-01,California,Apple,IPHONE 11,2019-09-01,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,1551,50,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,402,2.0,3.0,2.0,1.0,0.0,0.0,0.0074626865671641,0.0199004975124378,8
4295,2019-09-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,10,0,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143236074270557,54
4296,2019-10-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,41,1,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,1041,5.0,5.0,2.0,3.0,0.0019212295869356,0.0019212295869356,0.0048030739673391,0.193083573487032,201
4297,2019-11-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,71,2,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,1398,8.0,5.0,1.0,4.0,0.0007153075822603,0.0014306151645207,0.0035765379113018,0.121602288984263,170
4298,2019-12-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,102,3,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,2095,10.0,8.0,2.0,6.0,0.0,0.0,0.0038186157517899,0.126014319809069,264
4299,2020-01-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,133,4,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,2271,11.0,16.0,5.0,11.0,0.0,0.0,0.0070453544693967,0.0792602377807133,180
4300,2020-02-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,162,5,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,2400,10.0,8.0,2.0,6.0,0.0,0.0,0.0033333333333333,0.0791666666666667,190
4301,2020-03-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,193,6,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,2453,11.0,10.0,8.0,2.0,0.0,0.0,0.0040766408479413,0.0423970648185895,104
4302,2020-04-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,223,7,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,2604,12.0,11.0,4.0,7.0,0.0,0.0,0.0042242703533026,0.0487711213517665,127
4303,2020-05-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,254,8,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,2725,8.0,9.0,5.0,4.0,0.0,0.0,0.0033027522935779,0.0352293577981651,96
4304,2020-06-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,284,9,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,3210,4.0,9.0,3.0,6.0,0.0,0.0,0.002803738317757,0.0576323987538941,185
4305,2020-07-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,315,10,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,3442,11.0,2.0,0.0,2.0,0.0,0.0,0.0005810575246949,0.0583962812318419,201
4306,2020-08-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,346,11,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,3622,13.0,18.0,9.0,9.0,0.0,0.0,0.0049696300386526,0.0516289342904473,187
4307,2020-09-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,376,12,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,3683,8.0,9.0,4.0,5.0,0.0,0.0,0.0024436600597339,0.0551181102362205,203
4308,2020-10-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,407,13,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,3776,10.0,8.0,5.0,3.0,0.0,0.0,0.0021186440677966,0.0389300847457627,147
4309,2020-11-01,Nevada,Apple,IPHONE 11,2019-09-20,APPLE IPHONE 11,APPLE IPHONE XR,APPLE IPHONE 12,437,14,IPHONE 11 128GB WHITE,IPH11128WHT,IPH11128,White,128,3753,11.0,9.0,4.0,5.0,0.0,0.0,0.0023980815347721,0.0428990141220357,161
